year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,sale_date,sale_month
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4c5286986,ca,32,65201,white,black,the hertz corporation,10450,10700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2012,FORD,MUSTANG,V6,Convertible,,1zvbp8emxc5273367,ca,37,48023,blue,gray,dtg operations inc,11600,11800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5c5273356,ca,42,46700,red,black,dtg operations inc,11700,11500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4c5286471,ca,25,63964,white,—,the hertz corporation,10550,9000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),2014-12-16,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5273358,ca,37,49668,red,black,dtg operations inc,11500,11200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3c5273324,ca,33,47558,black,black,dtg operations inc,11650,11400,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,GT,Convertible,,1zvbp8ff1c5262211,ca,,33956,gray,—,trade in solutions irvine,23000,21000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),2014-12-16,12
2011,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxb5134256,ca,32,51850,gray,black,fiserv/usb dealer services northstar exchange,12200,12750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),2014-12-16,12
2010,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8en2a5151768,ca,34,56296,red,tan,high bid trading co inc,10750,11400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST),2014-12-17,12
2010,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8en2a5166870,ca,19,99133,white,brown,tycon enterprises,8975,8600,Tue Jan 06 2015 12:30:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5219994,ca,47,67486,red,black,dtg operations inc,14950,13700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5231711,ca,2,43660,white,black,hertz/tra,17200,8500,Tue Dec 23 2014 13:00:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5208563,ca,34,67805,red,black,dtg operations inc,12250,12700,Wed Dec 31 2014 12:30:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5210633,ca,37,65110,gray,black,dtg operations inc,12950,12900,Tue Dec 30 2014 15:00:00 GMT-0800 (PST),2014-12-30,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5205838,ca,41,66269,red,black,dtg operations inc,12550,12800,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5328427,ca,1,3215,gray,black,enterprise vehicle exchange / tra / rental / tulsa,22600,11300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST),2014-12-16,12
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em4e5292368,ca,35,11407,red,gray,midway hfc fleet/ars,18750,18000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5322348,ca,1,7200,red,gray,fox rent a car tra,19950,8000,Tue Feb 03 2015 04:00:00 GMT-0800 (PST),2015-02-03,2
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4e5220232,ca,38,37912,red,beige,ford motor credit company,15550,15000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4e5227102,ca,45,66307,blue,black,dtg operations inc,12250,13900,Wed Dec 31 2014 12:30:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5306658,ca,2,21629,black,black,enterprise vehicle exchange / tra / rental / tulsa,20300,12100,Tue Dec 30 2014 12:00:00 GMT-0800 (PST),2014-12-30,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5292369,ca,44,12241,red,black,midway hfc fleet/ars,18950,17600,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5323079,ca,,12789,red,black,avis rac/san leandro,21400,16500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST),2014-12-16,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5322953,ca,41,8709,gray,black,ford motor credit company,19050,18200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5236512,ca,44,45376,silver,black,avis corporation,14650,17200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5317214,ca,2,3821,black,black,enterprise vehicle exchange / tra / rental / tulsa,22500,12200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST),2014-12-16,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5279547,ca,38,20634,gray,black,ford motor credit company,20600,19000,Thu Jan 29 2015 04:00:00 GMT-0800 (PST),2015-01-29,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5205843,ca,41,64610,white,black,dtg operations inc,12250,14000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5302482,ca,1,29428,black,black,enterprise vehicle exchange / tra / rental / tulsa,16550,12300,Wed Dec 17 2014 15:05:00 GMT-0800 (PST),2014-12-17,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5229550,ca,,48854,green,black,avis rac/san francisco,14950,10400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5243970,ca,3,32950,black,black,enterprise vehicle exchange / tra / rental / tulsa,18500,11100,Tue Dec 16 2014 12:00:00 GMT-0800 (PST),2014-12-16,12
2005,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n855208611,ca,3,99870,yellow,black,tradewinds remarketing,5175,5500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2005,FORD,MUSTANG,Premium,Convertible,automatic,1zvft84n555202717,ca,18,119294,gray,beige,springleaf financial services/evansville,4875,3500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST),2014-12-16,12
2004,FORD,MUSTANG,Premium,Convertible,automatic,1fafp44694f184374,ca,21,108549,red,tan,point loma pre owned inc,3225,2100,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2003,FORD,MUSTANG,Premium,Convertible,automatic,1fafp44433f317613,ca,1,164902,white,brown,james family auto sales,1700,1150,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2003,FORD,THUNDERBIRD,Premium,Convertible,automatic,1fahp60a03y105112,ca,19,135934,white,black,800 loan mart,5800,4700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2001,FORD,MUSTANG,Deluxe,Convertible,manual,1fafp444x1f140653,ca,19,166883,black,gray,800 loan mart,1500,1000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2000,FORD,MUSTANG,GT,Convertible,automatic,1fafp45x2yf256447,ca,21,124901,burgundy,beige,a l financial corporation,2650,2200,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
1997,FORD,MUSTANG SVT COBRA,Base,Convertible,manual,1falp46v6vf149039,ca,33,102865,red,black,mechanics bank,5750,900,Wed Jan 14 2015 07:00:00 GMT-0800 (PST),2015-01-14,1
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em8d5241972,ca,29,66214,blue,black,dtg operations inc,11100,10900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2d5229784,ca,3,52901,blue,black,dtg operations inc,12350,12200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0d5272245,ca,24,56895,white,black,dtg operations inc,12050,11600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5280480,ca,42,66115,silver,black,dtg operations inc,11000,12000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5214131,ca,43,54967,gray,black,dtg operations inc,12350,11100,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5272240,ca,23,64861,red,black,dtg operations inc,12250,9200,Wed Jan 28 2015 04:30:00 GMT-0800 (PST),2015-01-28,1
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em9d5229331,ca,21,64159,black,gray,the hertz corporation,11650,11000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5d5260155,ca,38,64274,red,black,dtg operations inc,11250,11100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5214145,ca,26,43515,blue,black,dtg operations inc,13050,11000,Tue Dec 30 2014 12:30:00 GMT-0800 (PST),2014-12-30,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9d5224792,ca,38,68335,silver,gray,dtg operations inc,10850,10800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5272352,ca,35,63160,gray,black,dtg operations inc,11400,11600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),2014-12-16,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5260200,ca,42,60866,silver,black,dtg operations inc,11600,10800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5202738,ca,46,65073,white,beige,the hertz corporation,11200,10700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5d5219041,ca,35,16994,red,brown,bank of the west,16100,15000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2c5270625,ca,26,62803,blue,black,dtg operations inc,10650,10300,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5273330,ca,39,46867,white,black,dtg operations inc,11700,11800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxc5273353,ca,19,48946,red,black,dtg operations inc,11600,9200,Tue Dec 30 2014 15:00:00 GMT-0800 (PST),2014-12-30,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6c5273348,ca,37,46590,silver,black,dtg operations inc,11700,11600,Thu Dec 18 2014 11:30:00 GMT-0800 (PST),2014-12-18,12
2006,FORD,MUSTANG,Deluxe,Convertible,,1zvft84n165244805,ca,,86066,yellow,—,huntington beach auto buyers,6125,7200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2005,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n755255063,ca,,99767,silver,—,garys auto sales inc,5000,5500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2005,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84nx55242923,ca,28,47268,white,tan,merle stone chevrolet inc,6500,6700,Thu Dec 18 2014 13:00:00 GMT-0800 (PST),2014-12-18,12
2005,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvht85h155231763,ca,18,1,blue,black,veros credit,13300,6250,Tue Dec 30 2014 13:00:00 GMT-0800 (PST),2014-12-30,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5265077,ca,36,39433,red,beige,ars/avis budget group,18550,17900,Thu Mar 05 2015 04:30:00 GMT-0800 (PST),2015-03-05,3
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff1e5285555,ca,44,13246,black,black,beverly hills llc,26200,25500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST),2014-12-18,12
1994,FORD,MUSTANG,Base,Convertible,automatic,1falp4445rf143670,ca,,159988,gray,—,magnussens lexus of fremont,950,950,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),2014-12-17,12
2011,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff0b5119183,mi,33,41756,blue,black,jepson car co llc,20800,20400,Thu Dec 18 2014 09:30:00 GMT-0800 (PST),2014-12-18,12
2010,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8fh3a5160729,nv,27,52996,gray,black,ford-lincoln dealer program,17900,15400,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2010,FORD,MUSTANG,V6,Convertible,,1zvbp8en5a5181427,pa,27,69597,black,black,fiserv/citizens auto finance,9625,9400,Fri Jan 09 2015 09:00:00 GMT-0800 (PST),2015-01-09,1
2010,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8en3a5126698,sc,25,47820,gold,—,pee dee auto buyers,10300,9500,Tue Dec 23 2014 09:15:00 GMT-0800 (PST),2014-12-23,12
2009,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvht84n895105249,tx,19,71369,—,black,ford motor credit company llc,7300,7600,Thu Dec 18 2014 14:00:00 GMT-0800 (PST),2014-12-18,12
2008,FORD,MUSTANG,Premium,Convertible,automatic,1zvht84n485153765,va,26,106836,red,gray,primeritus remarketing/koons automotive i,7100,6200,Thu Dec 18 2014 09:20:00 GMT-0800 (PST),2014-12-18,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5314326,mo,5,6512,blue,black,ford motor credit company,20200,19200,Tue Jan 27 2015 05:30:00 GMT-0800 (PST),2015-01-27,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5238393,nv,34,37069,blue,black,ez rent a car/orlando,15650,14300,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5238385,nv,41,33942,black,black,ez rent a car/orlando,16050,14700,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5238373,nv,38,33282,white,black,ez rent a car/orlando,16100,14600,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5289149,fl,,16577,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,18100,10100,Mon Dec 22 2014 09:30:00 GMT-0800 (PST),2014-12-22,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5323126,tn,42,14548,red,black,avis budget group,18200,20000,Tue Dec 23 2014 10:30:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff0e5302667,fl,41,24075,—,black,budget rac of atlanta,24200,25800,Thu Dec 18 2014 09:00:00 GMT-0800 (PST),2014-12-18,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5322739,nc,,9660,silver,black,avis rac/damage/charlotte,18950,12600,Tue Dec 23 2014 08:30:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff4e5300436,fl,43,20192,white,black,budget rac of atlanta,25000,25400,Thu Jan 15 2015 09:00:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5238405,nv,35,36756,silver,black,ez rent a car/orlando,16100,14500,Fri Jan 16 2015 04:00:00 GMT-0800 (PST),2015-01-16,1
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em6e5322874,pa,34,15479,silver,gray,ford motor credit company,19200,17400,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),2015-02-13,2
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5238418,nv,43,37771,blue,black,ez rent a car/orlando,15550,14500,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ffxe5263666,mo,35,28013,red,black,kc landsmen ars,24200,23700,Tue Jan 20 2015 03:00:00 GMT-0800 (PST),2015-01-20,1
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff9e5300450,tx,44,23707,—,black,budget rent a car/wichita,24900,23800,Thu Feb 26 2015 03:00:00 GMT-0800 (PST),2015-02-26,2
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ff0e5293081,nv,42,19812,red,black,budget rent a car/salt lake city,27400,26750,Fri Jan 09 2015 00:00:00 GMT-0800 (PST),2015-01-09,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5205836,co,35,63651,black,black,dtg operations inc,12300,12600,Wed Dec 31 2014 11:45:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5238376,nv,29,35196,silver,black,ez rent a car/orlando,16300,14500,Fri Jan 16 2015 04:00:00 GMT-0800 (PST),2015-01-16,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5238402,nv,39,36701,white,black,ez rent a car/orlando,15700,14600,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5238378,nv,39,39117,silver,—,ez rent a car/orlando,15400,14200,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5238403,nv,25,37890,white,black,ez rent a car/orlando,15700,12700,Fri Jan 09 2015 12:00:00 GMT-0800 (PST),2015-01-09,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5229393,ca,35,65825,silver,black,dtg operations inc,12250,12700,Wed Dec 31 2014 12:30:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff6e5300440,tx,41,19258,—,black,budget rent a car/atlanta,25300,24200,Thu Feb 05 2015 03:00:00 GMT-0800 (PST),2015-02-05,2
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5205866,ca,28,63135,gray,black,dtg operations inc,13050,12800,Wed Jan 21 2015 04:30:00 GMT-0800 (PST),2015-01-21,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5304922,nc,,10176,black,black,avis rac/damage/charlotte,18900,9800,Tue Dec 23 2014 08:30:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5219996,il,43,71322,gray,black,dtg operations inc,11950,14001,Thu Jan 15 2015 10:30:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5302467,tx,39,15872,—,tan,ars/enterprise,21000,21000,Tue Dec 23 2014 14:00:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5238372,nv,42,33387,white,black,ez rent a car/orlando,16100,15000,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2006,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvht85h265183112,nv,19,64020,black,black,stones town & country motor,10100,8500,Fri Jan 16 2015 04:00:00 GMT-0800 (PST),2015-01-16,1
