year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,sale_date,sale_month
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ff2e5245906,fl,48,4563,—,black,ford motor credit company,28800,30500,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff0e5307139,tx,47,17120,—,black,budget rent a car/omaha,25600,24600,Thu Jan 29 2015 03:00:00 GMT-0800 (PST),2015-01-29,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5323024,fl,5,12539,—,black,avis budget group,21800,22900,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5224824,ca,39,36723,silver,black,fleet link services inc,18100,16200,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,GT Premium,Convertible,manual,1zvbp8ffxe5245913,fl,49,3940,white,black,ford motor credit company,29200,34300,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),2015-01-21,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5328395,ca,1,13303,white,—,enterprise vehicle exchange / tra / rental / tulsa,18750,12100,Wed Jan 14 2015 07:05:00 GMT-0800 (PST),2015-01-14,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5240415,fl,28,30912,—,black,avis budget group,16400,18000,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5208546,az,43,62569,gray,black,dtg operations inc,12950,13300,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5256454,fl,43,14702,—,black,ford motor credit company llc pd,14750,17200,Thu Jan 08 2015 01:00:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em6d5233630,ca,28,63193,blue,beige,the hertz corporation,11350,11000,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8c5276476,fl,27,64250,silver,black,kly international llc,10200,11700,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5252218,ga,46,21698,black,black,ford motor credit company llc pd,16350,17300,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em1e5208152,az,2,40727,silver,beige,enterprise vehicle exchange / tra / rental / tulsa,18100,13100,Wed Jan 07 2015 11:00:00 GMT-0800 (PST),2015-01-07,1
2003,FORD,MUSTANG,Premium,Convertible,manual,1fafp44413f357687,fl,2,89833,black,gray,al hendrickson toyota,3400,1400,Wed Jan 07 2015 15:00:00 GMT-0800 (PST),2015-01-07,1
2002,FORD,THUNDERBIRD,Deluxe,Convertible,automatic,1fahp60a82y111402,nv,35,85454,white,black,autofinders inc,9975,9400,Fri Jan 16 2015 04:00:00 GMT-0800 (PST),2015-01-16,1
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff0e5300479,tn,37,21374,white,gray,easy car leasing llc dba brac of birmingham,25000,16200,Tue Jan 20 2015 16:00:00 GMT-0800 (PST),2015-01-20,1
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em9e5311965,qc,49,15208,red,black,ford motor company of canada,23400,24000,Tue Jan 06 2015 02:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5217786,ca,44,63510,red,black,dtg operations inc,13050,12700,Thu Jan 15 2015 03:30:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5227199,nv,34,60125,gray,black,dtg operations inc,13400,12700,Fri Jan 16 2015 04:00:00 GMT-0800 (PST),2015-01-16,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5205837,nv,33,59661,red,black,dtg operations inc,13300,12900,Fri Jan 09 2015 12:00:00 GMT-0800 (PST),2015-01-09,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5208542,ca,26,65036,gray,black,dtg operations inc,12450,12900,Thu Jan 08 2015 03:30:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em6e5311969,qc,5,10351,black,black,ford motor company of canada,23400,23500,Tue Jan 06 2015 02:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5205835,ca,42,62005,black,black,dtg operations inc,13200,13000,Thu Jan 15 2015 03:30:00 GMT-0800 (PST),2015-01-15,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8d5222015,fl,35,62082,blue,black,dtg operations inc,11550,13400,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4d5237353,fl,36,65372,blue,black,dtg operations inc,11300,13300,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5236611,fl,32,60646,gray,black,the hertz corporation,11650,13400,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2010,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8fh2a5156123,fl,37,89402,blue,black,autonation ford bradenton,14850,14800,Tue Jan 06 2015 01:15:00 GMT-0800 (PST),2015-01-06,1
2005,FORD,MUSTANG,GT Premium,Convertible,manual,1zvft85h555223429,nc,37,135095,black,gray,crossroads ford inc,5275,8000,Mon Jan 05 2015 01:00:00 GMT-0800 (PST),2015-01-05,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5323217,tn,46,11928,red,gray,avis budget group,19350,19200,Thu Jan 22 2015 03:00:00 GMT-0800 (PST),2015-01-22,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5292602,ga,41,9388,gray,black,kern automotive group inc,22200,21000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),2015-01-13,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5220299,tn,45,32811,red,beige,ford motor credit company,18550,18800,Thu Jan 22 2015 03:00:00 GMT-0800 (PST),2015-01-22,1
2006,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n265187191,in,1,111575,blue,gray,chrysler capital,5875,1900,Thu Jan 08 2015 12:30:00 GMT-0800 (PST),2015-01-08,1
2006,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvht85h865207008,ca,26,88358,black,black,wells fargo dealer services,8400,7200,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),2015-01-08,1
2005,FORD,MUSTANG,GT Deluxe,Convertible,automatic,1zvht85h355179746,pa,26,28025,gold,black,bmw of annapolis/mini of annapolis,11400,15200,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),2015-01-23,1
2005,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n455216253,pa,2,58597,silver,gray,dodge of paramus inc,6275,6200,Fri Jan 02 2015 09:00:00 GMT-0800 (PST),2015-01-02,1
2004,FORD,MUSTANG,Premium,Convertible,automatic,1fafp44634f235514,wi,23,76815,gray,gray,braeger chevrolet,3350,4250,Wed Jan 14 2015 02:00:00 GMT-0800 (PST),2015-01-14,1
1998,FORD,MUSTANG,GT,Convertible,manual,1fafp45x4wf165841,nc,24,117400,blue,gray,united auto credit/irvine,2075,2100,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5213347,ca,43,65336,red,black,dtg operations inc,12500,13100,Tue Jan 06 2015 12:30:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5213343,ca,36,62352,black,black,dtg operations inc,12800,13000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5285644,mo,48,17283,red,black,ford motor credit company,17650,18000,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5238527,mo,44,35078,white,tan,ford motor credit company,18500,18600,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ffxe5307147,tx,48,25548,—,black,budget of omaha/ars,24400,25900,Thu Jan 22 2015 02:30:00 GMT-0800 (PST),2015-01-22,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5322769,tx,48,8892,—,black,avis budget group,18800,19300,Wed Jan 07 2015 11:00:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5236340,mo,35,30712,silver,black,ford motor credit company,17150,17600,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),2015-01-28,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5322774,mo,46,13200,black,gray,avis budget group,18100,18300,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5323136,mo,43,18173,silver,black,avis budget group,20900,20500,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5292430,mo,5,18505,white,tan,ford motor credit company,17500,18300,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5236338,mo,45,34656,silver,black,ford motor credit company,18100,18000,Wed Jan 14 2015 02:00:00 GMT-0800 (PST),2015-01-14,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4e5322792,mo,38,12883,gray,black,avis budget group,19350,18600,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),2015-01-28,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5322752,mo,46,14213,red,gray,avis budget group,18000,18300,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2007,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84nx75298640,ca,29,88691,black,black,hertz remarketing,7450,7000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5227177,ca,4,62941,red,black,dtg operations inc,13100,12800,Thu Jan 15 2015 03:30:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5231730,ca,41,62084,red,black,the hertz corporation,18050,14000,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5208531,ca,37,63541,silver,black,dtg operations inc,13050,12900,Thu Jan 22 2015 03:30:00 GMT-0800 (PST),2015-01-22,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5215735,ca,44,61493,blue,black,dtg operations inc,13100,12900,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5213373,ca,36,64378,gray,black,dtg operations inc,12950,12700,Thu Jan 15 2015 03:30:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5205851,ca,38,63054,red,black,dtg operations inc,13100,12700,Thu Jan 15 2015 03:30:00 GMT-0800 (PST),2015-01-15,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5213390,ca,38,64853,blue,black,dtg operations inc,12700,12600,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2d5272361,ca,26,65099,red,black,dtg operations inc,11750,10700,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5229277,ca,23,58430,red,beige,the hertz corporation,11950,11500,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5203811,ca,24,39652,gray,black,dtg operations inc,13200,12000,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxd5229838,ca,27,66551,white,black,dtg operations inc,11700,10500,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5260170,ca,4,60509,white,black,dtg operations inc,12050,11700,Thu Jan 08 2015 11:30:00 GMT-0800 (PST),2015-01-08,1
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7c5273374,ca,38,46099,white,black,dtg operations inc,12250,11800,Thu Jan 15 2015 03:30:00 GMT-0800 (PST),2015-01-15,1
2010,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8en6a5107336,nj,28,60643,gray,tan,wells fargo dealer services,10800,9200,Wed Jan 07 2015 09:30:00 GMT-0800 (PST),2015-01-07,1
2010,FORD,MUSTANG,GT Premium,Convertible,automatic,1zvbp8fhxa5157973,fl,44,88084,gray,black,pompano ford lincoln mercury,13600,14700,Fri Jan 09 2015 09:35:00 GMT-0800 (PST),2015-01-09,1
2007,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n375354773,oh,39,46320,red,black,santander consumer,8125,9100,Tue Jan 06 2015 04:00:00 GMT-0800 (PST),2015-01-06,1
2007,FORD,MUSTANG,Premium,Convertible,automatic,1zvft84n575287366,mo,36,103753,gray,gray,o'fallon motorsports,6400,7000,Tue Jan 06 2015 03:00:00 GMT-0800 (PST),2015-01-06,1
2005,FORD,MUSTANG,Deluxe,Convertible,,1zvht84n055247170,nc,23,63414,yellow,black,fiserv/global lending services,6775,5900,Tue Jan 27 2015 01:15:00 GMT-0800 (PST),2015-01-27,1
2004,FORD,THUNDERBIRD,Deluxe,Convertible,automatic,1fahp60a44y104126,fl,44,35657,burgundy,beige,lauderdale imports ltd bmw pembrok pines,13850,14300,Fri Jan 02 2015 09:35:00 GMT-0800 (PST),2015-01-02,1
2000,FORD,MUSTANG,Base,Convertible,,1fafp4449yf154277,fl,2,102916,black,gray,metro ford inc,1725,2200,Fri Jan 02 2015 09:30:00 GMT-0800 (PST),2015-01-02,1
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff8e5300438,fl,42,23942,—,black,budget rac of atlanta,24600,24900,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),2015-01-21,1
2014,FORD,MUSTANG,V6,Convertible,,1zvbp8em6e5328416,pa,2,12960,gray,black,enterprise-tra,21900,11200,Fri Jan 09 2015 08:29:00 GMT-0800 (PST),2015-01-09,1
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4c5233690,nj,19,33877,black,black,ford motor credit company llc,12800,13700,Wed Jan 07 2015 09:00:00 GMT-0800 (PST),2015-01-07,1
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5252140,fl,38,37623,—,black,ford motor credit company llc pd,14200,15100,Thu Jan 08 2015 01:00:00 GMT-0800 (PST),2015-01-08,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5213308,ca,31,61305,blue,black,dtg operations inc,13100,12800,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5328550,ca,2,5141,white,black,enterprise vehicle exchange / tra / rental / tulsa,23000,5000,Tue Jan 06 2015 13:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5205897,ca,4,61932,silver,black,dtg operations inc,13050,12700,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4e5234096,ca,39,65618,gray,black,dtg operations inc,12600,12500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5294991,ca,2,8131,silver,black,enterprise vehicle exchange / tra / rental / tulsa,18750,5300,Tue Jan 06 2015 13:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5306903,ca,2,8685,black,black,enterprise vehicle exchange / tra / rental / tulsa,22500,16200,Tue Jan 27 2015 04:00:00 GMT-0800 (PST),2015-01-27,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5205846,ca,35,61839,blue,black,dtg operations inc,13050,12800,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5289382,ca,4,13750,white,black,enterprise vehicle exchange / tra / rental / tulsa,18050,15500,Tue Jan 06 2015 04:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5213354,ca,43,61602,red,black,dtg operations inc,13050,13100,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5304755,ca,2,12971,black,black,enterprise vehicle exchange / tra / rental / tulsa,18100,11900,Tue Jan 06 2015 04:00:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5205850,ca,33,61763,blue,gray,dtg operations inc,13050,10500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2000,FORD,MUSTANG,GT,Convertible,automatic,1fafp45x8yf111235,ca,21,194190,black,brown,volkswagen santa monica,1325,1400,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5d5227303,ca,21,63744,white,black,dtg operations inc,11800,10700,Wed Jan 14 2015 04:30:00 GMT-0800 (PST),2015-01-14,1
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5272366,ca,44,61508,white,black,dtg operations inc,11800,12000,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),2015-01-07,1
2008,FORD,MUSTANG,Premium,Convertible,automatic,1zvht84n185151990,fl,26,84832,black,tan,grow financial fcu,7900,7800,Thu Jan 08 2015 01:30:00 GMT-0800 (PST),2015-01-08,1
2003,FORD,MUSTANG,Deluxe,Convertible,automatic,1fafp44473f313533,ga,21,122456,blue,tan,the salvation army,2775,2100,Tue Jan 13 2015 13:10:00 GMT-0800 (PST),2015-01-13,1
2002,FORD,MUSTANG,Deluxe,Convertible,automatic,1fafp44412f113312,in,19,151894,white,black,heritage acceptance,1925,750,Thu Jan 08 2015 10:07:00 GMT-0800 (PST),2015-01-08,1
2000,FORD,MUSTANG,GT,Convertible,automatic,1fafp45x1yf194667,mi,2,117577,black,black,liquidation llc,2225,2300,Wed Jan 14 2015 16:00:00 GMT-0800 (PST),2015-01-14,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5205905,ga,37,59239,white,black,dollar thrifty automotive group,13100,14600,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),2015-01-06,1
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5205492,mi,44,30588,black,black,ars-cpo,18900,20900,Thu Jan 22 2015 01:00:00 GMT-0800 (PST),2015-01-22,1
