year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,sale_date,sale_month
2002,FORD,THUNDERBIRD,Deluxe,Convertible,automatic,1fahp60a72y115408,nc,32,52885,black,red,gilliam motors inc,12950,11400,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),2014-12-22,12
2002,FORD,THUNDERBIRD,Deluxe,Convertible,automatic,1fahp60a02y107828,ca,36,41325,blue,brown,high bid trading co inc,14150,12750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),2014-12-18,12
2002,FORD,THUNDERBIRD,Deluxe,Convertible,automatic,1fahp60a02y112639,az,44,46821,red,black,meridian remarketing,13300,14000,Tue Dec 30 2014 00:00:00 GMT-0800 (PST),2014-12-30,12
2002,FORD,THUNDERBIRD,Premium,Convertible,automatic,1fahp60a32y118774,fl,42,55527,black,black,westfall auto sales,13750,12300,Wed Dec 17 2014 09:30:00 GMT-0800 (PST),2014-12-17,12
2002,FORD,MUSTANG,GT Deluxe,Convertible,manual,1fafp45x32f240460,fl,22,118198,silver,black,envision credit union,2575,2200,Thu Dec 18 2014 13:25:00 GMT-0800 (PST),2014-12-18,12
2001,FORD,MUSTANG,Deluxe,Convertible,,1fafp44461f230222,fl,,125777,red,—,crown nissan,1900,600,Thu Dec 18 2014 16:50:00 GMT-0800 (PST),2014-12-18,12
2001,FORD,MUSTANG,Deluxe,Convertible,automatic,1fafp44481f128016,az,,,white,—,chapman honda,1875,500,Wed Dec 17 2014 13:30:00 GMT-0800 (PST),2014-12-17,12
2001,FORD,MUSTANG,Deluxe,Convertible,automatic,1fafp44431f135715,nc,,183341,white,tan,crown dodge of fayetteville,1325,1600,Thu Dec 18 2014 14:30:00 GMT-0800 (PST),2014-12-18,12
2001,FORD,MUSTANG,GT Premium,Convertible,manual,1fafp45x41f226484,il,,95755,gray,—,ray chevrolet inc,4500,4200,Thu Dec 18 2014 14:00:00 GMT-0800 (PST),2014-12-18,12
2000,FORD,MUSTANG,Base,Convertible,automatic,1fafp4442yf165900,mi,23,118571,silver,gray,ars-cpo,1600,1400,Thu Dec 18 2014 09:00:00 GMT-0800 (PST),2014-12-18,12
1999,FORD,MUSTANG,Base,Convertible,manual,1fafp4445xf158034,nj,,89133,silver,—,northway automotive inc,1975,2100,Wed Dec 17 2014 09:30:00 GMT-0800 (PST),2014-12-17,12
1998,FORD,MUSTANG,GT,Convertible,,1fafp45x5wf126546,ga,34,107868,red,tan,nalley toyota of roswell,2150,4100,Tue Dec 23 2014 13:00:00 GMT-0800 (PST),2014-12-23,12
1998,FORD,MUSTANG,Base,Convertible,automatic,1fafp4445wf267107,nc,24,94106,silver,gray,dt inventory,1400,1300,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),2014-12-23,12
1997,FORD,MUSTANG,GT,Convertible,automatic,1falp45x6vf176860,nv,2,160782,green,—,titlemax/las vegas nv27,600,600,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),2014-12-18,12
1995,FORD,MUSTANG,GT,Convertible,automatic,1falp45t9sf105886,il,2,176408,red,black,nationwide acceptance,625,1500,Thu Dec 18 2014 14:00:00 GMT-0800 (PST),2014-12-18,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0d5245241,ca,25,61199,gray,black,the hertz corporation,11500,10800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5229903,ca,27,64220,red,black,dtg operations inc,11150,10700,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxd5260149,ca,39,63578,gray,black,dtg operations inc,11250,11500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em5d5276341,ca,,61705,blue,—,dtg operations inc,11450,11600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9d5229927,ca,4,63193,gray,black,dtg operations inc,11300,12100,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2d5227355,pa,34,65550,blue,black,dtg operations inc,11050,11600,Fri Dec 19 2014 09:00:00 GMT-0800 (PST),2014-12-19,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4d5237370,ca,36,66386,red,black,dtg operations inc,10900,10800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9d5276438,il,38,53520,gray,black,dtg operations inc,12300,12701,Thu Dec 18 2014 10:30:00 GMT-0800 (PST),2014-12-18,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5206539,az,44,33559,white,gray,wells fargo dealer services,15500,16900,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),2014-12-18,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5d5276419,ca,34,60470,red,black,dtg operations inc,11550,11700,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em6d5276459,ca,,62250,black,—,dtg operations inc,11350,11600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,,1zvbp8em6d5276364,ca,,64111,white,—,dtg operations inc,11200,12800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxc5257198,nv,25,71346,silver,black,bmw alphera/alphera financial services,10050,8500,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),2014-12-19,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2c5283150,az,23,65692,blue,black,remarketing by ge/manheim nevada,10150,10300,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),2014-12-18,12
2008,FORD,MUSTANG,GT Premium,Convertible,manual,1zvht85h885202863,fl,36,87793,blue,tan,universal motors of miami inc,10900,11900,Tue Dec 30 2014 09:30:00 GMT-0800 (PST),2014-12-30,12
2014,FORD,MUSTANG,GT,Convertible,,1zvbp8ff3e5314389,qc,49,15479,white,black,ford motor company of canada,34700,29300,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5300110,tx,,15542,white,gray,five star ford,18250,16500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),2014-12-18,12
2014,FORD,MUSTANG,GT,Convertible,automatic,1zvbp8ff1e5253205,fl,48,6448,blue,black,tdaf remarketing,27100,26000,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),2014-12-22,12
2005,FORD,MUSTANG,GT Deluxe,Convertible,automatic,1zvft85h955227158,fl,,60003,gray,black,elder ford of tampa,10100,9600,Thu Dec 18 2014 16:50:00 GMT-0800 (PST),2014-12-18,12
2004,FORD,THUNDERBIRD,Premium,Convertible,automatic,1fahp60a74y100796,fl,36,98295,burgundy,black,tdaf remarketing,8250,10600,Tue Dec 30 2014 09:00:00 GMT-0800 (PST),2014-12-30,12
2003,FORD,THUNDERBIRD,Premium,Convertible,automatic,1fahp60a13y100758,pa,42,14408,pink,black,my car llc,16700,16250,Fri Dec 19 2014 09:30:00 GMT-0800 (PST),2014-12-19,12
2001,FORD,MUSTANG,Deluxe,Convertible,,1fafp44441f125422,tx,19,180467,silver,black,dt inventory,1100,400,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),2014-12-23,12
2012,FORD,MUSTANG,V6,Convertible,manual,1zvbp8em9c5269522,tn,4,32216,red,black,ford motor credit company llc,14800,16100,Tue Dec 23 2014 10:30:00 GMT-0800 (PST),2014-12-23,12
2012,FORD,MUSTANG,V6,Convertible,,1zvbp8em4c5276443,fl,24,66334,blue,black,dtg operations inc,10400,11001,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),2014-12-23,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5230588,fl,,35987,silver,black,executive leasing co,12450,14300,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),2014-12-23,12
2005,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvht84n255241239,wa,36,73153,silver,black,lexus of tacoma at fife,5700,8000,Tue Dec 30 2014 13:20:00 GMT-0800 (PST),2014-12-30,12
2005,FORD,THUNDERBIRD,Premium,Convertible,automatic,1fahp60a65y100354,fl,32,27153,silver,beige,tdaf remarketing,15250,17200,Tue Dec 23 2014 09:00:00 GMT-0800 (PST),2014-12-23,12
2004,FORD,MUSTANG,GT Deluxe,Convertible,manual,1fafp45x74f211191,in,12,94944,silver,gray,santander consumer,5675,4100,Tue Dec 23 2014 10:10:00 GMT-0800 (PST),2014-12-23,12
2002,FORD,MUSTANG,Premium,Convertible,,1fafp44482f179064,tn,1,137604,red,—,titlemax/clarksville tn1,2075,2200,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),2014-12-23,12
2000,FORD,MUSTANG,Base,Convertible,automatic,1fafp444xyf233571,wi,19,73236,white,tan,arlington hgts chry dod jeep,1675,2400,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5210642,nv,43,61167,gray,black,dtg operations inc,12600,12700,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5205895,nv,4,67303,blue,black,dtg operations inc,12250,12900,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0e5215674,nv,3,61193,black,black,dtg operations inc,12600,12800,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5238272,fl,44,35360,white,black,ez rent a car inc,15450,16000,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),2014-12-22,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5213348,nv,44,63466,red,black,dtg operations inc,12350,13000,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5213378,nv,37,62295,white,black,dtg operations inc,12450,12900,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5227110,nv,43,63946,blue,black,dtg operations inc,12250,13300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5213377,nv,36,64702,white,black,dtg operations inc,12250,12800,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5227188,az,43,57936,red,black,dtg operations inc,12950,13100,Tue Dec 30 2014 00:00:00 GMT-0800 (PST),2014-12-30,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5238304,fl,33,37473,red,black,ez rent a car inc,15200,15900,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),2014-12-22,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4e5205858,nv,39,62715,blue,black,dtg operations inc,12400,13300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5213356,nv,35,60300,red,black,dtg operations inc,12700,12700,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5205904,nv,43,61573,gray,black,dtg operations inc,12550,12800,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5210628,nv,37,62521,red,black,dtg operations inc,12450,12800,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6e5227151,nv,38,63154,black,black,dtg operations inc,12350,13300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5e5217789,nv,36,60953,red,black,dtg operations inc,12650,12900,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5213386,nv,43,61935,white,black,dtg operations inc,12500,13000,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5229409,nv,44,61563,white,black,dtg operations inc,12550,12600,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5208523,nv,37,65678,white,black,dtg operations inc,12250,12700,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2e5238308,fl,41,37940,red,black,ez rent a car inc,15100,16200,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),2014-12-22,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8e5322780,co,4,11317,black,beige,avis budget group,18600,18500,Tue Dec 23 2014 11:00:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9e5217794,az,35,57257,gray,black,dtg operations inc,13700,13500,Tue Dec 23 2014 11:00:00 GMT-0800 (PST),2014-12-23,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3e5238334,fl,38,41272,silver,black,ez rent a car inc,14700,14800,Mon Dec 22 2014 09:00:00 GMT-0800 (PST),2014-12-22,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1e5208541,nv,43,67610,red,black,dtg operations inc,12250,13000,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5210627,nv,43,62407,red,black,dtg operations inc,12450,13200,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxe5205864,az,34,62693,red,black,dtg operations inc,12950,13200,Tue Dec 30 2014 11:00:00 GMT-0800 (PST),2014-12-30,12
2014,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7e5219995,nv,37,65243,red,black,dtg operations inc,12250,12600,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5272341,nv,41,66625,white,black,dtg operations inc,11000,11400,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxd5203711,ca,41,59246,red,tan,dtg operations inc,11700,11600,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5d5202773,ca,2,71126,white,black,hertz damaged liquidation,10400,8000,Tue Dec 23 2014 13:00:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em2d5245239,ca,19,65264,blue,black,the hertz corporation,11100,8800,Tue Dec 30 2014 16:00:00 GMT-0800 (PST),2014-12-30,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5264995,az,39,55957,gray,black,the hertz corporation,12600,12400,Tue Dec 23 2014 11:00:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5276399,nv,44,67386,gray,black,dtg operations inc,10800,11300,Wed Dec 31 2014 13:45:00 GMT-0800 (PST),2014-12-31,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5272301,nv,35,61266,white,black,dtg operations inc,11500,11900,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0d5237317,nv,44,61844,silver,black,dtg operations inc,11450,11600,Wed Dec 31 2014 13:45:00 GMT-0800 (PST),2014-12-31,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8d5276429,az,42,63002,white,black,dtg operations inc,11300,11100,Tue Dec 23 2014 11:00:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em6d5227214,mn,38,21292,red,black,walser chrysler jeep dodge,14450,10600,Tue Dec 23 2014 14:00:00 GMT-0800 (PST),2014-12-23,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em1d5203709,ca,42,56426,red,beige,dtg operations inc,12000,12200,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em3d5272238,nv,36,61564,white,black,dtg operations inc,11500,11300,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2013,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7d5233930,nv,36,63926,white,beige,the hertz corporation,11450,11500,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),2014-12-31,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em4c5211480,ca,19,58109,red,tan,dtg operations inc,11200,9500,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em5c5257223,ca,29,87217,blue,black,dtg operations inc,8850,8900,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8emxc5273319,ca,35,55581,red,black,dtg operations inc,11050,10800,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em8c5207366,in,47,26083,blue,black,santander consumer,12800,15800,Tue Dec 23 2014 10:10:00 GMT-0800 (PST),2014-12-23,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em9c5273697,ca,34,51292,blue,black,dtg operations inc,11350,11100,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em0c5273295,ca,36,56340,black,black,dtg operations inc,11000,10800,Fri Dec 26 2014 15:00:00 GMT-0800 (PST),2014-12-26,12
2012,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7c5287064,ca,26,63411,red,black,the hertz corporation,10450,10000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2012,FORD,MUSTANG,V6,Convertible,,1zvbp8emxc5276480,fl,27,63617,white,gray,kly international llc,10350,12200,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),2014-12-23,12
2011,FORD,MUSTANG,V6,Convertible,automatic,1zvbp8em7b5112201,ca,34,76963,gray,beige,walters auto sales/service inc,10200,10300,Tue Dec 23 2014 12:30:00 GMT-0800 (PST),2014-12-23,12
2006,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84n165244271,nv,43,106818,red,black,henderson hyundai superstore,5725,6750,Wed Dec 31 2014 12:00:00 GMT-0800 (PST),2014-12-31,12
2005,FORD,MUSTANG,Deluxe,Convertible,automatic,1zvft84nx55248253,ca,19,88567,black,black,coastal credit llc / jacksonville / orange park,5275,3200,Wed Dec 31 2014 16:00:00 GMT-0800 (PST),2014-12-31,12
2005,FORD,THUNDERBIRD,Deluxe,Convertible,automatic,1fahp60a95y105824,fl,42,33219,red,black,woodall auto wholesale inc,13050,16100,Tue Dec 30 2014 09:15:00 GMT-0800 (PST),2014-12-30,12
